"rank","player_name","team","position","headshot_href","IMPACT_100","SCORING_100","PLAY_100","REB_100","DISC_100","DEF_100","TOTAL_100"
276,"Zaccharie Risacher","ATL","PF","https://a.espncdn.com/i/headshots/nba/players/full/5211175.png",52.4738350753167,66.4897250016917,50.5521326017898,56.7188672106783,66.135865481469,56.4380767442445,50.6942106706658
277,"Jamal Cain","NO","F","https://a.espncdn.com/i/headshots/nba/players/full/4278572.png",50.2939050932369,50.4801969317412,46.1045820085605,60.5048359976348,70.0125660119842,76.304479419083,50.6382516286116
278,"Jonathan Mogbo","TOR","F","https://a.espncdn.com/i/headshots/nba/players/full/5107897.png",47.2881727833194,39.585135686603,63.9863973390884,72.9411903305496,51.3204095817608,77.3163672207645,50.6244129920792
279,"Jaylen Wells","MEM","F","https://a.espncdn.com/i/headshots/nba/players/full/5112087.png",61.6035689629521,62.812405211561,55.5136832105061,54.5612330979049,78.4960840571156,42.6167214538179,50.6081248647188
280,"Seth Curry","CHA","SG","https://a.espncdn.com/i/headshots/nba/players/full/2326307.png",50.3418357022995,70.6348044224378,49.6867218812195,50.1019917757721,87.6514043215529,46.8621778979058,50.5618991614613
281,"Ben Sheppard","IND","G","https://a.espncdn.com/i/headshots/nba/players/full/4433076.png",48.4721165174004,60.9354920685507,52.9177027333608,55.6596192239598,80.7622084219426,54.8300911743857,50.5452411584583
282,"Brandon Miller","CHA","F","https://a.espncdn.com/i/headshots/nba/players/full/4433287.png",56.2634208034446,50.7747093672122,59.5463238614557,54.7077507985009,62.0592178032507,61.1246895920279,50.3165740125728
283,"Landry Shamet","NY","PG","https://a.espncdn.com/i/headshots/nba/players/full/3914044.png",55.4516743125556,71.7911580873479,45.3518905750183,46.7214264172812,84.3016497147641,49.6497515666382,49.8965130514871
284,"Brice Sensabaugh","UTAH","F","https://a.espncdn.com/i/headshots/nba/players/full/5105839.png",48.5933086533082,74.4986170062456,55.6245614756723,55.5084556761864,52.2226371321592,53.1636423094096,49.8953746419141
285,"Dillon Brooks","HOU","SF","https://a.espncdn.com/i/headshots/nba/players/full/3155526.png",63.8677526447065,62.33724478602,53.1771820207892,51.7503569443211,69.2229270246111,46.6375723589263,49.6584590082498
286,"Pelle Larsson","MIA","G","https://a.espncdn.com/i/headshots/nba/players/full/4601025.png",53.3689738162395,51.1600956334342,53.8167001942474,52.3712661930485,68.3867012573997,65.5500798081431,49.463196068477
287,"Bruce Brown","NO","SF","https://a.espncdn.com/i/headshots/nba/players/full/4065670.png",46.0657628754781,41.1871508252323,56.2314681737166,76.6635715250714,77.3127648307204,61.654688294776,49.1266608650417
288,"Amir Coffey","LAC","F","https://a.espncdn.com/i/headshots/nba/players/full/4066387.png",52.4624240047049,73.7105369014977,48.9270414866318,48.2274120541153,84.4658502148868,43.6745837632655,49.1047236200423
289,"Caleb Martin","DAL","SF","https://a.espncdn.com/i/headshots/nba/players/full/3138160.png",46.0342144420551,43.7474037927104,54.8731942815817,73.30048426426,67.2875114127503,67.3961812570436,49.0880180231865
290,"Ziaire Williams","BKN","F","https://a.espncdn.com/i/headshots/nba/players/full/4433137.png",44.4074435466668,55.7876000971633,50.7463810448225,61.6390586590154,62.9128778632864,69.992019777062,49.0852727987943
291,"Ronald Holland II","DET","F","https://a.espncdn.com/i/headshots/nba/players/full/4683771.png",52.6018178001946,58.4092031193187,52.1024234781226,59.0644741499015,49.1348017572036,65.4030703995373,48.9021689689019
292,"Justin Edwards","PHI","F","https://a.espncdn.com/i/headshots/nba/players/full/4711297.png",44.9072924372614,59.954206671675,50.6358792809334,53.9664121862733,69.5057998997466,65.9653223067728,48.8362322674277
293,"Reed Sheppard","HOU","G","https://a.espncdn.com/i/headshots/nba/players/full/4711272.png",49.8208961650055,34.6923134222684,59.4469449469522,51.7367579365435,69.8672049298629,86.7748033191666,48.5454488356114
294,"Ryan Dunn","PHX","F","https://a.espncdn.com/i/headshots/nba/players/full/4888725.png",47.5982280459713,54.3072674025756,47.4144182016338,64.2210070289259,69.130393686439,64.7852524662915,48.5324882124137
295,"Jericho Sims","MIL","C","https://a.espncdn.com/i/headshots/nba/players/full/4277922.png",53.3482605589035,50.4596958637554,47.6999126305798,97.639527065527,33.7964544010367,48.213100980859,48.518886943465
296,"AJ Green","MIL","G","https://a.espncdn.com/i/headshots/nba/players/full/4397475.png",60.4403324541941,63.7931581273971,53.6995171117652,49.1272763626789,76.2819163247819,43.3013104271799,48.4740253614649
297,"Jamal Shead","TOR","G","https://a.espncdn.com/i/headshots/nba/players/full/4432241.png",44.0970147801563,43.3774813153778,87.6107454181639,46.924880311466,43.508207571924,62.6050954649711,48.4487235172342
298,"Trendon Watford","BKN","PF","https://a.espncdn.com/i/headshots/nba/players/full/4431675.png",56.502752473682,53.8723660619159,63.9855643090178,60.2135228031351,43.9853388991713,54.2676012195947,48.2591328594127
299,"Rob Dillingham","MIN","G","https://a.espncdn.com/i/headshots/nba/players/full/4684275.png",53.8523424143587,43.1874499508304,73.3524879066115,49.0785125256564,56.4141507978472,58.8688373091852,47.9373390931904
300,"Alex Sarr","WSH","PF","https://a.espncdn.com/i/headshots/nba/players/full/5160992.png",40.152127440388,43.413413477089,60.85851227973,71.3632958421298,60.0082517078228,71.8916171660539,47.9368206914685
301,"Caleb Houstan","ORL","G","https://a.espncdn.com/i/headshots/nba/players/full/4433623.png",48.7848677036454,64.8552811942385,46.8107589469692,48.9459079940905,87.9267964972947,49.7227416138181,47.8997424918251
302,"Garrison Mathews","ATL","G","https://a.espncdn.com/i/headshots/nba/players/full/3913180.png",52.6395367897266,55.0656541800454,51.9125181424154,49.4461308848133,72.3629982642637,59.0177797598733,47.8837293086823
303,"Dalen Terry","CHI","F","https://a.espncdn.com/i/headshots/nba/players/full/4433159.png",45.5060737833558,51.3212171256313,58.2124364527901,53.5529256873038,49.5000660403133,73.4785783327842,47.5738997356181
304,"Antonio Reeves","NO","G","https://a.espncdn.com/i/headshots/nba/players/full/4592686.png",50.2072916793586,60.0960076798136,48.9003944739166,49.1890786245167,82.0099067972697,53.0725739196206,47.4895570269419
305,"Bismack Biyombo","SA","F","https://a.espncdn.com/i/headshots/nba/players/full/6427.png",53.3396298993531,40.6623009187271,48.4408920685506,79.7391715811059,49.6012009218068,72.4404316406134,47.4419582946887
306,"Tosan Evbuomwan","BKN","F","https://a.espncdn.com/i/headshots/nba/players/full/4597865.png",53.2759388714926,44.587591971759,53.1514327115585,61.5564258215514,65.5378310793804,63.1043881285078,47.3598793651513
307,"Keyonte George","UTAH","G","https://a.espncdn.com/i/headshots/nba/players/full/4433627.png",40.9141556199735,55.3338040275392,86.4496171928439,50.9543043078606,53.8458432858451,42.952831293099,47.2417253767056
308,"Lindy Waters III","DET","F","https://a.espncdn.com/i/headshots/nba/players/full/4066317.png",50.5632697097965,40.4840301862131,50.675169063867,64.0752742052962,85.2243473318794,60.8834569556648,47.2405847640079
309,"Tim Hardaway Jr.","DET","SF","https://a.espncdn.com/i/headshots/nba/players/full/2528210.png",53.1601227741051,60.8829135265365,53.4052804679784,46.8488262873789,91.5376391944379,39.8044970036125,47.0136825864333
310,"Ja'Kobe Walter","TOR","G","https://a.espncdn.com/i/headshots/nba/players/full/4684272.png",50.8707221604621,45.0335647721255,53.3245350484305,57.2185308925018,70.8846970324858,63.2241935179354,46.9275263482132
311,"Isaiah Collier","UTAH","G","https://a.espncdn.com/i/headshots/nba/players/full/4683766.png",39.463035804453,42.3129020655128,93.2104412674682,52.2441785843181,35.0142662057846,59.2270470461568,46.9116283553605
312,"Yves Missi","NO","C","https://a.espncdn.com/i/headshots/nba/players/full/5061589.png",44.4731527238386,42.5172572372407,51.0461019733558,83.5871484434361,63.8178832186346,62.18240549603,46.8955653339521
313,"Johnny Juzang","UTAH","G","https://a.espncdn.com/i/headshots/nba/players/full/4432817.png",43.4963787426146,63.6031427684743,49.7215220057292,55.574023985863,78.0425392412744,51.9878721388757,46.6362731213089
314,"Oso Ighodaro","PHX","C","https://a.espncdn.com/i/headshots/nba/players/full/4601023.png",54.0006256298951,46.8734549373136,51.9125473330391,67.1973951041844,56.4137618436308,58.9755906446093,46.4825781593622
315,"Micah Potter","UTAH","C","https://a.espncdn.com/i/headshots/nba/players/full/4066399.png",45.7666174182737,70.3425765018374,46.5591554728956,69.8023075781828,57.7293644721237,47.4619814164919,46.0408827685665
316,"Bilal Coulibaly","WSH","SG","https://a.espncdn.com/i/headshots/nba/players/full/5104155.png",37.0923592337038,47.6969757482252,65.6407583814606,57.4494255124275,53.2981762506181,71.3739760540267,45.3080359986119
317,"Corey Kispert","WSH","SF","https://a.espncdn.com/i/headshots/nba/players/full/4280151.png",44.6850017621164,71.2209046966431,53.276894586805,50.852547395155,79.6032317758914,40.5187300042273,45.2697738277346
318,"Gabe Vincent","LAL","PG","https://a.espncdn.com/i/headshots/nba/players/full/3137259.png",48.9954909624451,54.236334202677,52.9602591687238,44.7177666199023,73.1793009902762,56.1669146380457,44.9848655291601
319,"Kris Murray","POR","F","https://a.espncdn.com/i/headshots/nba/players/full/4594326.png",48.7291603558664,40.8236606049137,51.3795421928374,62.8946303359321,75.3460596921102,60.8632919194675,44.8848704747096
320,"Terry Rozier","MIA","SG","https://a.espncdn.com/i/headshots/nba/players/full/3074752.png",48.209036606753,44.2570634773743,63.2527576099528,54.8931963230376,82.7078301646687,44.901770696067,44.821234205956
321,"Andre Jackson Jr.","MIL","G","https://a.espncdn.com/i/headshots/nba/players/full/4432190.png",48.37877283166,55.971274811135,55.1649059181565,63.8074521774236,38.1293690164923,60.9547748629427,44.642752716273
322,"Tyrese Martin","BKN","G","https://a.espncdn.com/i/headshots/nba/players/full/4397179.png",44.9495844933349,50.6335754336916,58.9477740424048,59.3277958696383,71.0213810551933,47.3695683740146,44.4440362213246
323,"Simone Fontecchio","DET","F","https://a.espncdn.com/i/headshots/nba/players/full/3899664.png",52.5219850792688,51.4440937194433,49.4221002086466,60.1427730657985,70.0062520573984,47.8805115749055,44.2523883128595
324,"Julian Strawther","DEN","G","https://a.espncdn.com/i/headshots/nba/players/full/4432181.png",48.8460013102386,59.8645021774651,51.4721579980356,48.9802260997193,62.1054446202468,51.944475641567,44.1756825811215
325,"Gary Harris","ORL","SG","https://a.espncdn.com/i/headshots/nba/players/full/2999547.png",49.4197848025679,43.3545779584385,46.2944609611739,48.6476715115215,82.3842198103658,64.7599459035053,44.0025287287554
326,"Patrick Williams","CHI","PF","https://a.espncdn.com/i/headshots/nba/players/full/4431687.png",44.1489452451968,44.8301872913057,56.8046385261271,55.8300428807923,68.3901900951573,59.2315665865663,43.9918665476324
327,"Jamison Battle","TOR","F","https://a.espncdn.com/i/headshots/nba/players/full/4431893.png",47.0371619311991,62.0559807031008,48.5543972832384,56.6446962599973,81.9356241993547,40.8335867693505,43.8576130820338
328,"Jerami Grant","POR","SF","https://a.espncdn.com/i/headshots/nba/players/full/2991070.png",46.7504807468889,42.8249046752865,53.4533372727134,49.7820943080111,77.0135782072859,60.5350985213082,43.5868007215515
329,"Gradey Dick","TOR","G","https://a.espncdn.com/i/headshots/nba/players/full/5106258.png",46.5022352484083,53.4257461558698,52.6008415702337,52.2566929113949,68.4736042156376,51.4949259639241,43.5537458831724
330,"Tristan da Silva","ORL","F","https://a.espncdn.com/i/headshots/nba/players/full/4702382.png",47.4897114567528,47.9769476991188,54.6559142545813,57.2269901174246,81.8505742500765,44.2125346090277,43.526435965775
331,"Kyshawn George","WSH","F","https://a.espncdn.com/i/headshots/nba/players/full/5174563.png",39.3633141774883,43.8678768238917,62.2278530620927,56.837602427819,46.4662754664307,72.3569400646173,43.2309592999695
332,"Svi Mykhailiuk","UTAH","SG","https://a.espncdn.com/i/headshots/nba/players/full/3133602.png",48.1076968307903,46.3354519845845,57.1345326734758,51.9617772768125,72.0514878242883,47.6062871005836,42.5277668730701
333,"Josh Green","CHA","SG","https://a.espncdn.com/i/headshots/nba/players/full/4432811.png",38.2246077655332,55.3833815635899,52.5215867127085,48.86868068932,59.3406805331373,62.83561909776,41.8285079845365
334,"Jaden Hardy","DAL","G","https://a.espncdn.com/i/headshots/nba/players/full/4868423.png",50.8720918298011,53.3780325751042,55.7590034889057,48.3268131568017,46.5405881549823,51.7672075783528,41.7904235243874
335,"Kyle Kuzma","MIL","SF","https://a.espncdn.com/i/headshots/nba/players/full/3134907.png",40.1550085300934,53.6289455719551,58.5844607958439,72.132887748377,54.7812733503219,42.4850959826745,41.558720636864
336,"Dillon Jones","OKC","G","https://a.espncdn.com/i/headshots/nba/players/full/4702159.png",51.3722205614107,36.7972524729089,56.8225591533656,67.4862826919148,58.3593675977067,50.6987048566284,40.8481265298826
337,"Jalen Wilson","BKN","F","https://a.espncdn.com/i/headshots/nba/players/full/4431714.png",42.6733259650412,52.877528361284,56.9855551648519,54.3487085090953,69.4312131746235,40.8581733082781,40.505027268618
338,"Bub Carrington","WSH","G","https://a.espncdn.com/i/headshots/nba/players/full/4845374.png",33.3324477097424,49.6747283378136,82.4620838694937,53.2865634855774,52.8601074177137,44.6518940952721,40.0590996678345
339,"Jordan Hawkins","NO","G","https://a.espncdn.com/i/headshots/nba/players/full/4683750.png",41.3838847294658,42.400874039745,49.1277091702914,51.377054979653,87.084751802224,49.103551102798,39.8886876523116
340,"KJ Simpson","CHA","G","https://a.espncdn.com/i/headshots/nba/players/full/4683834.png",40.6490546778721,33.6088569268625,64.965945869849,54.630275364421,68.6061266146945,63.8250989444158,39.5813847395973
341,"Noah Clowney","BKN","F","https://a.espncdn.com/i/headshots/nba/players/full/4712896.png",42.2426996023109,40.6073543442529,46.3191558918873,60.0650297920663,64.399014501968,50.7347557416937,37.6985423007037
342,"Jett Howard","ORL","G","https://a.espncdn.com/i/headshots/nba/players/full/5105806.png",44.0685745052501,45.6406956709193,49.666683895815,49.7680647364915,64.2273412291923,44.5895420004147,37.6783807271743
343,"AJ Johnson","WSH","G","https://a.espncdn.com/i/headshots/nba/players/full/5170947.png",42.1880395603055,37.3322185834366,60.243355092501,51.7339853869316,71.361275981411,40.9658225781195,36.7718444250431
344,"Nick Smith Jr.","CHA","G","https://a.espncdn.com/i/headshots/nba/players/full/4683686.png",38.1041637418035,43.7268666616224,62.6460644035992,47.8045692460828,72.606121742278,37.2965628017693,36.3929325196384
345,"Maxi Kleber","DAL","PF","https://a.espncdn.com/i/headshots/nba/players/full/2960236.png",43.724570247158,38.9936202706098,50.2637700955463,56.6155610645786,52.5921858903628,45.2044513723005,36.0264517332324
346,"Cody Williams","UTAH","F","https://a.espncdn.com/i/headshots/nba/players/full/4895758.png",35.0978195416869,32.6226363848643,49.5180884652823,50.3250681432346,60.6391480179513,47.0984825787102,32.6377724027072
